Wall time,Step,Value
1608089384.377006,3,2.315186023712158
1608089385.9165442,5,2.302485466003418
1608089386.6859472,6,2.293339729309082
1608089388.2479064,8,2.2944443225860596
1608089389.799205,10,2.319293975830078
1608089390.5695634,11,2.3165841102600098
1608089391.3505995,12,2.3042335510253906
1608089392.1382082,13,2.28385591506958
1608089392.913575,14,2.304748773574829
1608089393.687923,15,2.288426399230957
1608089394.4687033,16,2.3010177612304688
1608089395.247921,17,2.305825710296631
1608089396.020538,18,2.286963701248169
1608089396.8024235,19,2.2995691299438477
1608089397.5773096,20,2.3086583614349365
1608089399.1306074,22,2.290214776992798
1608089400.674613,24,2.29878306388855
1608089401.4602013,25,2.2749428749084473
1608089405.3893216,30,2.306631565093994
1608089406.164099,31,2.2959718704223633
1608089406.943865,32,2.2902514934539795
1608089407.7158494,33,2.2917096614837646
1608089408.489737,34,2.291424512863159
1608089410.043621,36,2.2739710807800293
1608089412.423952,39,2.269852638244629
1608089413.2136045,40,2.2935783863067627
1608089414.7758205,42,2.285672903060913
1608089415.5507061,43,2.270388126373291
1608089416.3333862,44,2.283595561981201
1608089417.11197,45,2.275866746902466
1608089418.691791,47,2.282651424407959
1608089420.2676764,49,2.250369071960449
1608089421.04756,50,2.256291389465332
1608089423.381876,53,2.2568836212158203
1608089424.1649108,54,2.263669490814209
1608089424.945832,55,2.2475812435150146
1608089425.7300026,56,2.2857847213745117
1608089426.519824,57,2.2775087356567383
1608089428.8541014,60,2.2270731925964355
1608089429.6382532,61,2.2323126792907715
1608089431.19155,63,2.2156832218170166
1608089432.7782435,65,2.2201194763183594
1608089433.5659847,66,2.2079544067382812
1608089434.364642,67,2.1972591876983643
1608089435.1478024,68,2.1824452877044678
1608089435.9356456,69,2.205423355102539
1608089437.4990485,71,2.2225241661071777
1608089438.2781632,72,2.194300889968872
1608089439.0492601,73,2.226138114929199
1608089439.8321123,74,2.2078447341918945
1608089441.39496,76,2.1913270950317383
1608089442.9512026,78,2.2046022415161133
1608089443.7316878,79,2.199219226837158
1608089445.2909868,81,2.0718562602996826
1608089447.6383955,84,2.159271478652954
1608089448.4137306,85,2.0782010555267334
1608089449.1966171,86,2.1150898933410645
1608089449.9698393,87,2.121258020401001
1608089450.7480488,88,2.1467294692993164
1608089451.5226948,89,2.1564595699310303
1608089453.0947719,91,2.0390684604644775
1608089453.893131,92,2.04805326461792
1608089455.458123,94,2.0019049644470215
1608089459.3725064,99,2.0602195262908936
1608089461.7509606,102,1.926628589630127
1608089463.3154566,104,1.930690050125122
1608089464.0959504,105,1.998430609703064
1608089464.8970187,106,2.028898000717163
1608089470.4351401,113,2.039677619934082
1608089472.8404481,116,1.916214942932129
1608089474.429784,118,1.9860661029815674
1608089475.2203865,119,2.036364793777466
1608089476.0030303,120,1.7772719860076904
1608089479.1381688,124,1.8863564729690552
1608089479.925552,125,1.9679826498031616
1608089480.718124,126,2.117143154144287
1608089483.0884485,129,1.8802369832992554
1608089483.8802927,130,1.7921241521835327
1608089486.2606192,133,1.7262606620788574
1608089489.4170587,137,1.8256983757019043
1608089490.9880269,139,1.792474627494812
1608089492.5584772,141,1.7657917737960815
1608089493.3554823,142,1.7778199911117554
1608089494.1528137,143,1.9410117864608765
1608089494.9401286,144,1.728357195854187
1608089495.7519274,145,1.9260551929473877
1608089496.5499148,146,1.9198713302612305
1608089498.1767454,148,1.8447593450546265
1608089499.765775,150,1.7935289144515991
1608089502.1476793,153,1.754433274269104
1608089502.948342,154,1.8073501586914062
1608089503.752382,155,1.7829915285110474
1608089505.3605547,157,1.7275221347808838
1608089506.1592808,158,1.7737736701965332
1608089506.9529119,159,1.742994785308838
1608089508.5418797,161,1.7692172527313232
1608089509.3338256,162,1.719204306602478
1608089510.9218438,164,1.7433608770370483
1608089511.709406,165,1.8436002731323242
1608089513.2946343,167,1.8202770948410034
1608089514.088789,168,1.722800850868225
1608089514.9004664,169,1.7717719078063965
1608089516.4979355,171,1.7616382837295532
1608089519.7301133,175,1.7190122604370117
1608089520.5239542,176,1.7168068885803223
1608089521.31077,177,1.5923336744308472
1608089522.0925517,178,1.6362460851669312
1608089523.6767497,180,1.7525078058242798
1608089524.4725165,181,1.6489726305007935
1608089526.0505126,183,1.6904834508895874
1608089527.6822631,185,1.7415462732315063
1608089528.5238135,186,1.7248905897140503
1608089529.3183823,187,1.5544896125793457
1608089530.1145673,188,1.6608654260635376
1608089531.7173886,190,1.4269598722457886
1608089532.540467,191,1.7416499853134155
1608089538.1184027,198,1.485488772392273
1608089541.2751837,202,1.4993298053741455
1608089544.418601,206,1.495589256286621
1608089545.2101667,207,1.4449982643127441
1608089546.0031164,208,1.463066577911377
1608089549.1652482,212,1.4940178394317627
1608089549.9454832,213,1.473294734954834
1608089550.7350106,214,1.404221773147583
1608089551.5234807,215,1.721988558769226
1608089553.9022868,218,1.4483228921890259
1608089554.6872184,219,1.3966861963272095
1608089556.2751968,221,1.4145290851593018
1608089557.065883,222,1.5951147079467773
1608089557.8568974,223,1.345546007156372
1608089559.4490118,225,1.4160209894180298
1608089560.2772288,226,1.5178951025009155
1608089561.0684192,227,1.3427423238754272
1608089562.6509576,229,1.3937745094299316
1608089563.4506624,230,1.3009546995162964
1608089564.2387352,231,1.386245608329773
1608089565.0344691,232,1.3769888877868652
