Wall time,Step,Value
1608110522.6030676,3,2.2950708866119385
1608110525.4882,5,2.3176443576812744
1608110526.9447548,6,2.3093526363372803
1608110529.8352418,8,2.3193154335021973
1608110532.7074904,10,2.335005283355713
1608110534.163776,11,2.2906644344329834
1608110535.62069,12,2.3161306381225586
1608110537.0760016,13,2.3055124282836914
1608110538.5593283,14,2.2838470935821533
1608110539.9866478,15,2.3166344165802
1608110541.4198947,16,2.3082516193389893
1608110542.8563526,17,2.3257408142089844
1608110544.3152008,18,2.3130736351013184
1608110545.7634313,19,2.2951724529266357
1608110547.212449,20,2.2885680198669434
1608110550.124462,22,2.298961877822876
1608110553.023281,24,2.282381057739258
1608110554.4838161,25,2.282599925994873
1608110561.7238405,30,2.314107894897461
1608110563.1659489,31,2.3120508193969727
1608110564.633128,32,2.316971778869629
1608110566.0853546,33,2.3076553344726562
1608110567.539028,34,2.2859461307525635
1608110570.4452248,36,2.3045754432678223
1608110574.8070955,39,2.2966573238372803
1608110576.2561746,40,2.2969911098480225
1608110579.1596367,42,2.271878719329834
1608110580.6064456,43,2.2791078090667725
1608110582.0503047,44,2.2953100204467773
1608110583.4962075,45,2.280458450317383
1608110586.429424,47,2.279055595397949
1608110589.3485906,49,2.288494348526001
1608110590.7937753,50,2.2747676372528076
1608110595.151986,53,2.2697837352752686
1608110596.6069803,54,2.2733664512634277
1608110598.0732393,55,2.2775399684906006
1608110599.5178597,56,2.2705376148223877
1608110600.9755409,57,2.2431252002716064
1608110605.3188558,60,2.2714474201202393
1608110606.7650669,61,2.247687339782715
1608110609.7009966,63,2.261134624481201
1608110611.1662905,64,2.2583463191986084
1608110612.6107016,65,2.222477912902832
1608110614.0642955,66,2.2529070377349854
1608110615.510439,67,2.2416725158691406
1608110616.953168,68,2.181878089904785
1608110618.413519,69,2.2157905101776123
1608110621.3262331,71,2.247767448425293
1608110622.7886071,72,2.2199618816375732
1608110624.2456622,73,2.214616537094116
1608110625.7022502,74,2.229544162750244
1608110628.6220126,76,2.188314914703369
1608110631.5256205,78,2.1803953647613525
1608110632.9615939,79,2.150942802429199
1608110635.8513827,81,2.1910369396209717
1608110637.290854,82,2.192228317260742
1608110640.2092814,84,2.108891487121582
1608110641.6988318,85,2.137235164642334
1608110643.1430323,86,2.2182905673980713
1608110644.5881228,87,2.1689183712005615
1608110646.0385413,88,2.054811954498291
1608110647.4938989,89,2.1464388370513916
1608110650.4192865,91,2.0298819541931152
1608110651.882535,92,2.099994659423828
1608110653.3371158,93,2.032463550567627
1608110654.7951992,94,2.0869202613830566
1608110662.084997,99,1.9924225807189941
1608110663.5346298,100,2.1381311416625977
1608110666.4390242,102,2.059502601623535
1608110669.3553426,104,2.011883497238159
1608110670.815913,105,2.15217924118042
1608110672.2995846,106,1.9821977615356445
1608110682.46918,113,1.9311957359313965
1608110686.81886,116,1.805893063545227
1608110689.7117684,118,1.9288867712020874
1608110691.166678,119,2.0109846591949463
1608110692.609648,120,1.9274975061416626
1608110698.441014,124,1.8653639554977417
1608110699.8834972,125,1.9309192895889282
1608110701.3346367,126,1.9001739025115967
1608110702.782923,127,1.8700189590454102
1608110705.6880987,129,1.8526406288146973
1608110707.1423142,130,1.781773567199707
1608110711.486278,133,1.7783986330032349
1608110715.8661647,136,1.838464617729187
1608110717.3244762,137,1.8024253845214844
1608110720.2544417,139,1.9144026041030884
1608110723.136915,141,1.8444997072219849
1608110724.6254764,142,1.685848355293274
1608110726.1057878,143,1.7188305854797363
1608110727.5580168,144,1.6658921241760254
1608110729.0206134,145,1.647376537322998
1608110730.4648511,146,1.773074984550476
1608110733.3530068,148,1.6633021831512451
1608110734.8181865,149,1.7336335182189941
1608110736.2671285,150,1.6661866903305054
1608110737.7195616,151,1.6220011711120605
1608110740.6197581,153,1.7177881002426147
1608110742.0871463,154,1.6197841167449951
1608110743.5210004,155,1.7256669998168945
1608110746.4037604,157,1.7237468957901
1608110747.8441908,158,1.6943275928497314
1608110749.3134346,159,1.6744015216827393
1608110752.2054281,161,1.7089236974716187
1608110753.6490073,162,1.7902313470840454
1608110756.5696957,164,1.5283050537109375
1608110758.0321133,165,1.6377798318862915
1608110760.9610596,167,1.6280052661895752
1608110762.4182987,168,1.6264090538024902
1608110763.8569388,169,1.6308600902557373
1608110766.76976,171,1.562388300895691
1608110772.6165557,175,1.5528054237365723
1608110774.0748525,176,1.505422830581665
1608110775.548048,177,1.5583679676055908
1608110776.9948897,178,1.7892792224884033
1608110779.9203498,180,1.579278588294983
1608110781.373362,181,1.5737913846969604
